player_id,Player Name,team_id,team_name,tournament_id,Yellow URL,stage_name,tournament_name,team_code,Second Yellow URL,Red URL,minute_label,match_period,match_name,match_id,Year,Quarter,Month,Day,group_name,booking_id,Sum of yellow_card,Sum of shirt_number,Sum of sending_off,Sum of second_yellow_card,Sum of red_card,Sum of minute_stoppage,Sum of minute_regulation,Sum of home_team,Sum of away_team
P-09569,Ghailene Chaalali,T-79,Tunisia,WC-2018,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2018 FIFA Men's World Cup,TUN,"","",90'+3',"second half, stoppage time",Panama vs Tunisia,M-2018-48,2018,Qtr 2,June,28,Group G,B-3517,1,20,0,0,0,3,90,0,1
P-09596,G̦khan Inler,T-75,Switzerland,WC-2010,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2010 FIFA Men's World Cup,CHE,"","",60',second half,Chile vs Switzerland,M-2010-31,2010,Qtr 2,June,21,Group H,B-2848,1,8,0,0,0,0,60,0,1
P-09704,Reto Ziegler,T-75,Switzerland,WC-2010,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2010 FIFA Men's World Cup,CHE,"","",73',second half,Spain vs Switzerland,M-2010-16,2010,Qtr 2,June,16,Group H,B-2778,1,17,0,0,0,0,73,0,1
P-09728,Stephen Appiah,T-32,Ghana,WC-2006,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2006 FIFA Men's World Cup,GHA,"","",90'+1',"second half, stoppage time",Ghana vs United States,M-2006-42,2006,Qtr 2,June,22,Group E,B-2528,1,10,0,0,0,1,90,1,0
P-09728,Stephen Appiah,T-32,Ghana,WC-2006,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,round of 16,2006 FIFA Men's World Cup,GHA,"","",7',first half,Brazil vs Ghana,M-2006-55,2006,Qtr 2,June,27,not applicable,B-2598,1,10,0,0,0,0,7,0,1
P-09867,Th̩o Hernandez,T-30,France,WC-2022,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,quarter-finals,2022 FIFA Men's World Cup,FRA,"","",82',second half,England vs France,M-2022-60,2022,Qtr 4,December,10,not applicable,B-3917,1,22,0,0,0,0,82,0,1
P-09884,J̩r̩my Toulalan,T-30,France,WC-2010,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2010 FIFA Men's World Cup,FRA,"","",45'+1',"first half, stoppage time",France vs Mexico,M-2010-20,2010,Qtr 2,June,17,Group A,B-2795,1,14,0,0,0,1,45,1,0
P-09884,J̩r̩my Toulalan,T-30,France,WC-2010,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2010 FIFA Men's World Cup,FRA,"","",68',second half,Uruguay vs France,M-2010-02,2010,Qtr 2,June,11,Group A,B-2734,1,14,0,0,0,0,68,0,1
P-09888,Gregg Berhalter,T-83,United States,WC-2002,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,quarter-finals,2002 FIFA Men's World Cup,USA,"","",70',second half,Germany vs United States,M-2002-58,2002,Qtr 2,June,21,not applicable,B-2227,1,3,0,0,0,0,70,0,1
P-09888,Gregg Berhalter,T-83,United States,WC-2002,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,round of 16,2002 FIFA Men's World Cup,USA,"","",53',second half,Mexico vs United States,M-2002-53,2002,Qtr 2,June,17,not applicable,B-2197,1,3,0,0,0,0,53,0,1
P-09953,Blessing Diala,T-29,Equatorial Guinea,WC-2011,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2011 FIFA Women's World Cup,GNQ,"","",60',second half,Equatorial Guinea vs Brazil,M-2011-22,2011,Qtr 3,July,6,Group D,B-3023,1,7,0,0,0,0,60,1,0
P-09954,Marco Pascolo,T-75,Switzerland,WC-1994,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,round of 16,1994 FIFA Men's World Cup,CHE,"","",85',second half,Spain vs Switzerland,M-1994-38,1994,Qtr 3,July,2,not applicable,B-1561,1,1,0,0,0,0,85,0,1
P-09988,Stephan Lichtsteiner,T-75,Switzerland,WC-2018,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2018 FIFA Men's World Cup,CHE,"","",31',first half,Brazil vs Switzerland,M-2018-11,2018,Qtr 2,June,17,Group E,B-3386,1,2,0,0,0,0,31,0,1
P-09988,Stephan Lichtsteiner,T-75,Switzerland,WC-2018,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2018 FIFA Men's World Cup,CHE,"","",37',first half,Switzerland vs Costa Rica,M-2018-44,2018,Qtr 2,June,27,Group E,B-3504,1,2,0,0,0,0,37,1,0
P-09990,Eugenio Mena,T-13,Chile,WC-2014,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2014 FIFA Men's World Cup,CHL,"","",61',second half,Spain vs Chile,M-2014-19,2014,Qtr 2,June,18,Group B,B-3109,1,2,0,0,0,0,61,0,1
P-09990,Eugenio Mena,T-13,Chile,WC-2014,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,round of 16,2014 FIFA Men's World Cup,CHL,"","",17',first half,Brazil vs Chile,M-2014-49,2014,Qtr 2,June,28,not applicable,B-3187,1,2,0,0,0,0,17,0,1
